Date,Tweet Text,Compound,Negative,Neutral,Positive
2020-12-10,Where Nightmares Come From: The Art of Storytelling in the Horror Genre (Dream Weaver) sponsored  ,-0.5719,0.209,0.791,0.0
2020-12-10,GEILIENERGY BT18433 BT28433 BT184342 BT284342 BT1011 BT-1011 Replacement Battery Compatible with Vtech Cordless Phone CS6209 CS6219 CS6229 DS6151 89-1330-01-00 CPH-515D (Pack of 4)  ,0.0,0.0,1.0,0.0
2020-12-10,Storage cosmetic box ,0.0,0.0,1.0,0.0
2020-12-10,NEW KU “fabulous enemies to lovers story” “Could not put this one down! Loved it from beginning to end.” The Pretender: Black Mountain Academy by  ,0.6588,0.098,0.671,0.232
2020-12-10,evermore Try Amazon Home Services  ,0.1779,0.0,0.702,0.298
2020-12-10,Water-Safe Case for All-New Kindle Paperwhite (10th Generation-2018 Only - Will Not Fit Prior Generation Kindle Devices) Sunflowers On Black  ,-0.2755,0.105,0.895,0.0
2020-12-10,"Learn how you can save endangered animals and make the world a better place, too! From beetles and butterflies to puffins and polar bears, animals and habitats all over the world need our protection. ",0.75,0.0,0.829,0.171
2020-12-10,Save Up to 40% off New Van Heusen Stain Shield Technology Apparel ad &gt;&gt;&gt;&gt;  giftideas gift Christmas2020 ,0.7269,0.0,0.711,0.289
2020-12-10,Gimbal Camera Assembly 4K for DJI Mavic Pro Drone Repair Part  ,0.0,0.0,1.0,0.0
2020-12-10,"✅👇😊💥😊👇✅OTTOPT LS23+ Robot Vacuum, Strong Suction, Quiet, Super-Thin Smart Robotic Vacuum Cleaner, Used to Clean Pet Hair, Hard Floors (White)CODE：SYFCM5IX   70%OFFReg.Price: 199.99Final Pice: 59.99",0.8402,0.045,0.617,0.338
2020-12-10,"Day 9: I Bought It Because of the Cover*The Midnight Bargain* has such a pretty cover and it really conveys the historical, magical, romantic story within. bestbks20",0.7096,0.0,0.796,0.204
2020-12-10,"Artman 2-Pack EN-EL14 EN-EL14A Batteries and Dual Micro USB Charger for Nikon D5600, D3300, D3500, D5100, D5500, D3100, D3200, D5200, D5300, Coolpix, P7000, P7100 P7200, P7700, P7800(1300mAh)  ",0.0,0.0,1.0,0.0
2020-12-10, Join us for an exclusive interview with _bighit and  tomorrow at 7am PT / 10am ET — see you there! Watc…,0.4574,0.0,0.81,0.19
2020-12-10,RT _a: COME ON by  is NOW AVAILABLE!!Amazon: : : …,0.0,0.0,1.0,0.0
2020-12-10,"Taylor Made 46181, Slow No Wake Buoy Label  ",-0.296,0.239,0.761,0.0
2020-12-10, Join us for an exclusive interview with _bighit and  tomorrow at 7am PT / 10am ET — see you there! Watc…,0.4574,0.0,0.81,0.19
2020-12-10, Join us for an exclusive interview with _bighit and  tomorrow at 7am PT / 10am ET — see you there! Watc…,0.4574,0.0,0.81,0.19
2020-12-10,"AUKEY Wireless Charger Stand, Qi Wireless Fast Charging Stand with 10W, 7.5W &amp; 5W Output Levels, Compatible with iPhone 11/11 Pro/Max/X/XS/XR/8/8 Plus,Samsung Galaxy S9+ and More  ",0.0,0.0,1.0,0.0
2020-12-10,Curl up and enjoy some festive fun for only 99p! ,0.8687,0.0,0.417,0.583
2020-12-10,"Garmin Forerunner 935 (Tri-Bundle) Power Bundle | Includes HRM Tri &amp; Swim Chest Straps, HD Screen Protector Film (x4), Extra Silicone Band, PlayBetter USB Car/Wall Adapters | GPS Training Watch  ",0.0,0.0,1.0,0.0
2020-12-10,Hikvision DS-2CD2785G0-IZS 8MP Outdoor IR Varifocal Dome Camera  ,0.0,0.0,1.0,0.0
2020-12-10,"Bali Women’s Comfort Wire Free Bra for $14.99, retail is $44.00 ",0.7003,0.0,0.608,0.392
